,Number,IncidentAddress,Street,Town,State,Zip,IncidentLatitude,IncidentLongitude,Coordinates
105804,2021-00004246,1200 PARK Charlottesville VA 22901,1200 PARK,Charlottesville,VA,22901,38.045839,-78.470801,"(38.045839, -78.470801)"
105814,2021-00004250,1337 CARLTON 111 Charlottesville VA 22902,1337 CARLTON 111,Charlottesville,VA,22902,38.021646,-78.463968,"(38.021646, -78.463968)"
105819,2021-00004252,1301 WERTLAND Charlottesville VA 22903,1301 WERTLAND,Charlottesville,VA,22903,38.034803,-78.497777,"(38.034803, -78.497777)"
105823,2021-00004255,1215 LEE Charlottesville VA 22903,1215 LEE,Charlottesville,VA,22903,38.031028,-78.498547,"(38.031028, -78.498547)"
105829,2021-00004262,1242 CEDARS 203B Charlottesville VA 22903,1242 CEDARS 203B,Charlottesville,VA,22903,38.05645,-78.500661,"(38.05645, -78.500661)"
105830,2021-00004265,1920 RIO HILL Charlottesville VA 22901,1920 RIO HILL,Charlottesville,VA,22901,38.087739,-78.473341,"(38.087739, -78.473341)"
105833,2021-00004266,West MAIN ST Charlottesville VA 22903,West MAIN ST,Charlottesville,VA,22903,38.0326,-78.494767,"(38.0326, -78.494767)"
105838,2021-00004267,912 BOLLING Charlottesville VA 22902,912 BOLLING,Charlottesville,VA,22902,38.021706,-78.476042,"(38.021706, -78.476042)"
105843,2021-00004269,418 10TH Northwest Charlottesville VA 22903,418 10TH Northwest,Charlottesville,VA,22903,38.037994,-78.492219,"(38.037994, -78.492219)"
105846,2021-00004271,928 RUGBY Charlottesville VA 22903,928 RUGBY,Charlottesville,VA,22903,38.044636,-78.494764,"(38.044636, -78.494764)"
105852,2021-00004273,921 RIVER Charlottesville VA 22901,921 RIVER,Charlottesville,VA,22901,38.035597,-78.459032,"(38.035597, -78.459032)"
105854,2021-00004274,504 14TH Northwest Charlottesville VA 22903,504 14TH Northwest,Charlottesville,VA,22903,38.039543,-78.496335,"(38.039543, -78.496335)"
105864,2021-00004277,628 HINTON Charlottesville VA 22902,628 HINTON,Charlottesville,VA,22902,38.025856,-78.478493,"(38.025856, -78.478493)"
105869,2021-00004278,410 East HIGH Charlottesville VA 22902,410 East HIGH,Charlottesville,VA,22902,38.031872,-78.477709,"(38.031872, -78.477709)"
105875,2021-00004280,2025 IVY Charlottesville VA 22903,2025 IVY,Charlottesville,VA,22903,38.04224,-78.510091,"(38.04224, -78.510091)"
105880,2021-00004281,1610 EMMET North Charlottesville VA 22901,1610 EMMET North,Charlottesville,VA,22901,38.05813,-78.494466,"(38.05813, -78.494466)"
105884,2021-00004285,118 HESSIAN HILLS 3 Charlottesville VA 22901,118 HESSIAN HILLS 3,Charlottesville,VA,22901,38.061388,-78.50734,"(38.061388, -78.50734)"
105887,2021-00004286,20 ELLIEWOOD Northwest Charlottesville VA 22903,20 ELLIEWOOD Northwest,Charlottesville,VA,22903,38.036652,-78.500424,"(38.036652, -78.500424)"
105892,2021-00004287,801 FOREST Charlottesville VA 22903,801 FOREST,Charlottesville,VA,22903,38.037752,-78.48619,"(38.037752, -78.48619)"
105897,2021-00004294,1242 CEDARS Charlottesville VA 22903,1242 CEDARS,Charlottesville,VA,22903,38.05645,-78.500661,"(38.05645, -78.500661)"
105899,2021-00004295,720 ELLIOTT Charlottesville VA 22902,720 ELLIOTT,Charlottesville,VA,22902,38.020706,-78.480624,"(38.020706, -78.480624)"
105904,2021-00004301,1619 KENWOOD Charlottesville VA 22901,1619 KENWOOD,Charlottesville,VA,22901,38.059067,-78.479781,"(38.059067, -78.479781)"
105908,2021-00004302,1411 VINE Charlottesville VA 22902,1411 VINE,Charlottesville,VA,22902,38.019699,-78.46747,"(38.019699, -78.46747)"
105912,2021-00004305,103 WELK A Charlottesville VA 22903,103 WELK A,Charlottesville,VA,22903,38.015506,-78.503772,"(38.015506, -78.503772)"
105919,2021-00004306,802 HARDY G Charlottesville VA 22903,802 HARDY G,Charlottesville,VA,22903,38.033199,-78.490683,"(38.033199, -78.490683)"
105924,2021-00004308,318 CARLTON Charlottesville VA 22902,318 CARLTON,Charlottesville,VA,22902,38.020888,-78.470614,"(38.020888, -78.470614)"
105928,2021-00004309,1605 OXFORD Charlottesville VA 22903,1605 OXFORD,Charlottesville,VA,22903,38.047879,-78.487599,"(38.047879, -78.487599)"
105931,2021-00004311,16 ELLIEWOOD Charlottesville VA 22903,16 ELLIEWOOD,Charlottesville,VA,22903,38.036347,-78.50054,"(38.036347, -78.50054)"
105936,2021-00004312,1047 5TH Southwest Charlottesville VA 22902,1047 5TH Southwest,Charlottesville,VA,22902,38.018707,-78.49659,"(38.018707, -78.49659)"
105939,2021-00004313,852 West MAIN Charlottesville VA 22903,852 West MAIN,Charlottesville,VA,22903,38.031659,-78.493321,"(38.031659, -78.493321)"
105945,2021-00004314,852 West MAIN Charlottesville VA 22903,852 West MAIN,Charlottesville,VA,22903,38.031659,-78.493321,"(38.031659, -78.493321)"
105948,2021-00004315,941 PRESTON Charlottesville VA 22903,941 PRESTON,Charlottesville,VA,22903,38.039114,-78.490522,"(38.039114, -78.490522)"
105953,2021-00004317,717 PROSPECT Charlottesville VA 22903,717 PROSPECT,Charlottesville,VA,22903,38.023992,-78.495135,"(38.023992, -78.495135)"
105958,2021-00004320,500 MARTHA JEFFERSON Charlottesville VA 22911,500 MARTHA JEFFERSON,Charlottesville,VA,22911,38.023616,-78.44175,"(38.023616, -78.44175)"
105961,2021-00004321,2415 HILLWOOD Charlottesville VA 22901,2415 HILLWOOD,Charlottesville,VA,22901,38.066604,-78.470788,"(38.066604, -78.470788)"
105964,2021-00004322,1920 SWANSON 9 Charlottesville VA 22901,1920 SWANSON 9,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)"
105971,2021-00004323,318 CARLTON Charlottesville VA 22902,318 CARLTON,Charlottesville,VA,22902,38.020888,-78.470614,"(38.020888, -78.470614)"
105974,2021-00004326,401 4TH Northwest Charlottesville VA 22903,401 4TH Northwest,Charlottesville,VA,22903,38.034066,-78.485466,"(38.034066, -78.485466)"
105977,2021-00004330,1904 EMMET North Charlottesville VA 22901,1904 EMMET North,Charlottesville,VA,22901,38.061063,-78.492143,"(38.061063, -78.492143)"
105982,2021-00004332,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
105986,2021-00004334,1500 EMMET North Charlottesville VA 22901,1500 EMMET North,Charlottesville,VA,22901,38.057189,-78.495367,"(38.057189, -78.495367)"
105993,2021-00004335,1162 5TH Southwest Charlottesville VA 22902,1162 5TH Southwest,Charlottesville,VA,22902,38.011248,-78.502925,"(38.011248, -78.502925)"
105998,2021-00004338,Forestry Department Charlottesville VA 22903,Forestry Department,Charlottesville,VA,22903,38.021334,-78.52967,"(38.021334, -78.52967)"
106001,2021-00004347,834 MONTICELLO Charlottesville VA 22902,834 MONTICELLO,Charlottesville,VA,22902,38.024343,-78.475118,"(38.024343, -78.475118)"
106006,2021-00004348,414 MOSELEY A Charlottesville VA 22903,414 MOSELEY A,Charlottesville,VA,22903,38.017862,-78.50837,"(38.017862, -78.50837)"
106009,2021-00004349,800 PRESTON Charlottesville VA 22903,800 PRESTON,Charlottesville,VA,22903,38.036459,-78.488781,"(38.036459, -78.488781)"
106014,2021-00004351,1337 CARLTON 111 Charlottesville VA 22902,1337 CARLTON 111,Charlottesville,VA,22902,38.021646,-78.463968,"(38.021646, -78.463968)"
106020,2021-00004352,2111 MICHIE 10A Charlottesville VA 22901,2111 MICHIE 10A,Charlottesville,VA,22901,38.059975,-78.487653,"(38.059975, -78.487653)"
106024,2021-00004355,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106027,2021-00004359,MONTICELLO Charlottesville VA 22902,MONTICELLO,Charlottesville,VA,22902,38.015985,-78.474963,"(38.015985, -78.474963)"
106030,2021-00004361,708 SHAMROCK Charlottesville VA 22903,708 SHAMROCK,Charlottesville,VA,22903,38.020536,-78.502818,"(38.020536, -78.502818)"
106035,2021-00004367,1416 VINE A2 Charlottesville VA 22902,1416 VINE A2,Charlottesville,VA,22902,38.019197,-78.467019,"(38.019197, -78.467019)"
106040,2021-00004368,BAILEY Southwest Charlottesville VA 22902,BAILEY Southwest,Charlottesville,VA,22902,38.020614,-78.494663,"(38.020614, -78.494663)"
106047,2021-00004372,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106051,2021-00004373,I64W between both WB exits of the 118MM Charlottesville VA 22903,I64W between both WB exits of the 118MM,Charlottesville,VA,22903,38.022034,-78.540615,"(38.022034, -78.540615)"
106054,2021-00004378,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106056,2021-00004380,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106060,2021-00004382,611 RUGBY Charlottesville VA 22903,611 RUGBY,Charlottesville,VA,22903,38.042773,-78.500017,"(38.042773, -78.500017)"
106070,2021-00004383,2011 LEWIS MOUNTAIN Charlottesville VA 22903,2011 LEWIS MOUNTAIN,Charlottesville,VA,22903,38.038545,-78.514733,"(38.038545, -78.514733)"
106075,2021-00004384,100 RIDGE 422 Charlottesville VA 22902,100 RIDGE 422,Charlottesville,VA,22902,38.029854,-78.484804,"(38.029854, -78.484804)"
106078,2021-00004385,111 LONGWOOD B Charlottesville VA 22903,111 LONGWOOD B,Charlottesville,VA,22903,38.01421,-78.505983,"(38.01421, -78.505983)"
106082,2021-00004387,1600 GORDON Charlottesville VA 22903,1600 GORDON,Charlottesville,VA,22903,38.039928,-78.49885,"(38.039928, -78.49885)"
106087,2021-00004389,408 GARRETT D Charlottesville VA 22902,408 GARRETT D,Charlottesville,VA,22902,38.027921,-78.480791,"(38.027921, -78.480791)"
106091,2021-00004391,1242 CEDARS 401 Charlottesville VA 22903,1242 CEDARS 401,Charlottesville,VA,22903,38.05645,-78.500661,"(38.05645, -78.500661)"
106097,2021-00004394,1307 NUNLEY Charlottesville VA 22903,1307 NUNLEY,Charlottesville,VA,22903,38.027418,-78.5018,"(38.027418, -78.5018)"
106102,2021-00004396,40 UNIVERSITY Charlottesville VA 22903,40 UNIVERSITY,Charlottesville,VA,22903,38.042332,-78.502264,"(38.042332, -78.502264)"
106107,2021-00004397,1612 MULBERRY Charlottesville VA 22903,1612 MULBERRY,Charlottesville,VA,22903,38.023555,-78.507671,"(38.023555, -78.507671)"
106110,2021-00004398,1000 1ST South Charlottesville VA 22902,1000 1ST South,Charlottesville,VA,22902,38.020521,-78.486973,"(38.020521, -78.486973)"
106115,2021-00004399,PRESTON AVE @ RIDGE MCINTIRE Charlottesville VA 22903,PRESTON AVE @ RIDGE MCINTIRE,Charlottesville,VA,22903,38.033372,-78.484188,"(38.033372, -78.484188)"
106119,2021-00004400,85 ENGINEER'S Charlottesville VA 22903,85 ENGINEER'S,Charlottesville,VA,22903,38.031625,-78.51076,"(38.031625, -78.51076)"
106129,2021-00004402,1101 FOREST HILLS Charlottesville VA 22903,1101 FOREST HILLS,Charlottesville,VA,22903,38.025612,-78.499693,"(38.025612, -78.499693)"
106135,2021-00004405,109 RIDGE Charlottesville VA 22902,109 RIDGE,Charlottesville,VA,22902,38.029924,-78.485427,"(38.029924, -78.485427)"
106137,2021-00004407,900 1ST South Charlottesville VA 22902,900 1ST South,Charlottesville,VA,22902,38.022901,-78.485669,"(38.022901, -78.485669)"
106140,2021-00004410,601 PRESTON Charlottesville VA 22903,601 PRESTON,Charlottesville,VA,22903,38.035164,-78.485535,"(38.035164, -78.485535)"
106142,2021-00004413,1913 CEDAR HILL B Charlottesville VA 22901,1913 CEDAR HILL B,Charlottesville,VA,22901,38.064229,-78.494323,"(38.064229, -78.494323)"
106148,2021-00004415,East MARKET ST @ 10TH Northeast Charlottesville VA 22902,East MARKET ST @ 10TH Northeast,Charlottesville,VA,22902,38.02885,-78.473493,"(38.02885, -78.473493)"
106151,2021-00004420,HAMPTON ST Charlottesville VA 22902,HAMPTON ST,Charlottesville,VA,22902,38.02076,-78.471105,"(38.02076, -78.471105)"
106156,2021-00004421,5 UNIVERSITY Charlottesville VA 22903,5 UNIVERSITY,Charlottesville,VA,22903,38.037499,-78.498136,"(38.037499, -78.498136)"
106160,2021-00004426,1600 GORDON 23 Charlottesville VA 22903,1600 GORDON 23,Charlottesville,VA,22903,38.039928,-78.49885,"(38.039928, -78.49885)"
106165,2021-00004427,2744 MCELROY Charlottesville VA 22903,2744 MCELROY,Charlottesville,VA,22903,38.013279,-78.518344,"(38.013279, -78.518344)"
106171,2021-00004428,1170 EMMET North Charlottesville VA 22903,1170 EMMET North,Charlottesville,VA,22903,38.052417,-78.499262,"(38.052417, -78.499262)"
106175,2021-00004430,709 6TH Southeast A Charlottesville VA 22902,709 6TH Southeast A,Charlottesville,VA,22902,38.024879,-78.481759,"(38.024879, -78.481759)"
106177,2021-00004431,726 PROSPECT C Charlottesville VA 22903,726 PROSPECT C,Charlottesville,VA,22903,38.023142,-78.495185,"(38.023142, -78.495185)"
106182,2021-00004434,108 KERRY Charlottesville VA 22901,108 KERRY,Charlottesville,VA,22901,38.067067,-78.470134,"(38.067067, -78.470134)"
106187,2021-00004435,HYDRAULIC RD @ 250 Charlottesville VA 22901,HYDRAULIC RD @ 250,Charlottesville,VA,22901,38.056669,-78.489143,"(38.056669, -78.489143)"
106191,2021-00004437,400 250 Charlottesville VA 22903,400 250,Charlottesville,VA,22903,38.045086,-78.478435,"(38.045086, -78.478435)"
106194,2021-00004442,Rte. 29 North Charlottesville VA 22904,Rte. 29 North,Charlottesville,VA,22904,38.026803,-78.528627,"(38.026803, -78.528627)"
106197,2021-00004444,1080 RIO East Charlottesville VA 22901,1080 RIO East,Charlottesville,VA,22901,38.065809,-78.465896,"(38.065809, -78.465896)"
106200,2021-00004445,571 MCCORMICK Charlottesville VA 22903,571 MCCORMICK,Charlottesville,VA,22903,38.033999,-78.517309,"(38.033999, -78.517309)"
106206,2021-00004449,613 BOOKER Charlottesville VA 22903,613 BOOKER,Charlottesville,VA,22903,38.03812,-78.489108,"(38.03812, -78.489108)"
106209,2021-00004450,110 DARDEN Charlottesville VA 22903,110 DARDEN,Charlottesville,VA,22903,38.052522,-78.513793,"(38.052522, -78.513793)"
106215,2021-00004451,324 11TH Northwest Charlottesville VA 22903,324 11TH Northwest,Charlottesville,VA,22903,38.036692,-78.494441,"(38.036692, -78.494441)"
106225,2021-00004453,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106230,2021-00004455,401 CHERRY Charlottesville VA 22903,401 CHERRY,Charlottesville,VA,22903,38.026432,-78.489272,"(38.026432, -78.489272)"
106235,2021-00004456,500 CHERRY Charlottesville VA 22903,500 CHERRY,Charlottesville,VA,22903,38.026057,-78.490886,"(38.026057, -78.490886)"
106237,2021-00004458,832 CHERRY Charlottesville VA 22903,832 CHERRY,Charlottesville,VA,22903,38.028551,-78.494855,"(38.028551, -78.494855)"
106239,2021-00004459,605 East MAIN Charlottesville VA 22902,605 East MAIN,Charlottesville,VA,22902,38.029753,-78.47721,"(38.029753, -78.47721)"
106241,2021-00004460,323 10TH Northwest Charlottesville VA 22903,323 10TH Northwest,Charlottesville,VA,22903,38.035981,-78.493014,"(38.035981, -78.493014)"
106243,2021-00004461,2035 INDIA Charlottesville VA 22901,2035 INDIA,Charlottesville,VA,22901,38.062676,-78.488561,"(38.062676, -78.488561)"
106246,2021-00004462,JEFFERSON PARK AVE @ OBSERVATORY Charlottesville VA 22903,JEFFERSON PARK AVE @ OBSERVATORY,Charlottesville,VA,22903,38.026446,-78.513461,"(38.026446, -78.513461)"
106249,2021-00004463,1215 LEE Charlottesville VA 22903,1215 LEE,Charlottesville,VA,22903,38.031028,-78.498547,"(38.031028, -78.498547)"
106255,2021-00004466,HARMON ST @ STADIUM Charlottesville VA 22903,HARMON ST @ STADIUM,Charlottesville,VA,22903,38.029033,-78.513819,"(38.029033, -78.513819)"
106258,2021-00004467,525 RIDGE Charlottesville VA 22902,525 RIDGE,Charlottesville,VA,22902,38.026393,-78.488496,"(38.026393, -78.488496)"
106264,2021-00004469,1412 CARLTON Charlottesville VA 22902,1412 CARLTON,Charlottesville,VA,22902,38.021078,-78.467026,"(38.021078, -78.467026)"
106269,2021-00004470,744 PROSPECT A Charlottesville VA 22903,744 PROSPECT A,Charlottesville,VA,22903,38.023844,-78.493716,"(38.023844, -78.493716)"
106273,2021-00004473,210 LITTLE GRAVES Charlottesville VA 22902,210 LITTLE GRAVES,Charlottesville,VA,22902,38.026767,-78.475743,"(38.026767, -78.475743)"
106278,2021-00004478,1819 EMMET North Charlottesville VA 22901,1819 EMMET North,Charlottesville,VA,22901,38.060965,-78.493035,"(38.060965, -78.493035)"
106281,2021-00004480,923 East MARKET Charlottesville VA 22902,923 East MARKET,Charlottesville,VA,22902,38.029079,-78.473918,"(38.029079, -78.473918)"
106286,2021-00004481,100 OLINDA A Charlottesville VA 22903,100 OLINDA A,Charlottesville,VA,22903,38.02377,-78.499868,"(38.02377, -78.499868)"
106291,2021-00004482,1400 MONTICELLO Charlottesville VA 22902,1400 MONTICELLO,Charlottesville,VA,22902,38.019349,-78.472544,"(38.019349, -78.472544)"
106297,2021-00004485,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106299,2021-00004487,1907 EMMET North Charlottesville VA 22901,1907 EMMET North,Charlottesville,VA,22901,38.062191,-78.492392,"(38.062191, -78.492392)"
106302,2021-00004490,1009 LINDEN Charlottesville VA 22902,1009 LINDEN,Charlottesville,VA,22902,38.015541,-78.470747,"(38.015541, -78.470747)"
106307,2021-00004491,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106312,2021-00004492,1242 HARRIS Charlottesville VA 22903,1242 HARRIS,Charlottesville,VA,22903,38.039628,-78.47884,"(38.039628, -78.47884)"
106314,2021-00004494,520 BAINBRIDGE 100 Charlottesville VA 22902,520 BAINBRIDGE 100,Charlottesville,VA,22902,38.023364,-78.471672,"(38.023364, -78.471672)"
106318,2021-00004495,824 HARDY E Charlottesville VA 22903,824 HARDY E,Charlottesville,VA,22903,38.03352,-78.492536,"(38.03352, -78.492536)"
106323,2021-00004498,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
106326,2021-00004500,520 2ND Southeast Charlottesville VA 22902,520 2ND Southeast,Charlottesville,VA,22902,38.026818,-78.482427,"(38.026818, -78.482427)"
106331,2021-00004501,212 RIDGE MCINTIRE 338 Charlottesville VA 22902,212 RIDGE MCINTIRE 338,Charlottesville,VA,22902,38.031766,-78.483883,"(38.031766, -78.483883)"
106337,2021-00004502,1108 KING Charlottesville VA 22903,1108 KING,Charlottesville,VA,22903,38.028562,-78.499848,"(38.028562, -78.499848)"
106342,2021-00004508,1610 EMMET North 330 Charlottesville VA 22901,1610 EMMET North 330,Charlottesville,VA,22901,38.05813,-78.494466,"(38.05813, -78.494466)"
106349,2021-00004510,713 6TH Southeast E Charlottesville VA 22902,713 6TH Southeast E,Charlottesville,VA,22902,38.024191,-78.481824,"(38.024191, -78.481824)"
106353,2021-00004511,129 BAYLOR Charlottesville VA 22902,129 BAYLOR,Charlottesville,VA,22902,38.019177,-78.491704,"(38.019177, -78.491704)"
106356,2021-00004523,480 RIO East Charlottesville VA 22901,480 RIO East,Charlottesville,VA,22901,38.049175,-78.464624,"(38.049175, -78.464624)"
106357,2021-00004527,500 1ST South 208 Charlottesville VA 22902,500 1ST South 208,Charlottesville,VA,22902,38.026598,-78.483844,"(38.026598, -78.483844)"
106363,2021-00004528,I64 Charlottesville VA 22903,I64,Charlottesville,VA,22903,38.02201,-78.55901,"(38.02201, -78.55901)"
106365,2021-00004532,1154 5TH Southwest Charlottesville VA 22902,1154 5TH Southwest,Charlottesville,VA,22902,38.012062,-78.502554,"(38.012062, -78.502554)"
106371,2021-00004535,1337 CARLTON 111 Charlottesville VA 22902,1337 CARLTON 111,Charlottesville,VA,22902,38.021646,-78.463968,"(38.021646, -78.463968)"
106375,2021-00004539,512 ROUGEMONT Charlottesville VA 22902,512 ROUGEMONT,Charlottesville,VA,22902,38.017575,-78.487277,"(38.017575, -78.487277)"
